name,date,time,venue_name,genre,segment,url,image
& Julia,2026-04-11,15:00:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/1934936945,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Mette Ingvartsen - SKATEPARK,2026-04-11,15:00:00,Dansens Hus - Stora Scen,Dance,Arts & Theatre,https://www.ticketmaster.se/event/mette-ingvartsen-skatepark-biljetter/1220502374,https://s1.ticketm.net/dam/a/fbe/c50494b8-a4a8-4032-bce6-81dec0709fbe_CUSTOM.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-11,16:00:00,Göta Lejon,Spectacular,Arts & Theatre,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/11079025,https://s1.ticketm.net/dam/e/502/dd7417c8-5d96-4264-a80b-046178a11502_RECOMENDATION_16_9.jpg
Labero's Magic World,2026-04-11,18:00:00,La Botanica,Food & Drink,Miscellaneous,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/1146839620,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-11,18:00:00,Svartklubben,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1691927462,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
MAMMA MIA! THE PARTY,2026-04-11,19:30:00,Tyrol,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1212197324,https://s1.ticketm.net/dam/e/d78/e055a3c6-df72-44c6-9c2a-adff8b7bcd78_CUSTOM.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-11,19:30:00,Göta Lejon,Rock,Music,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/873198548,https://s1.ticketm.net/dam/e/9f5/189e04cc-d86d-4ec2-9802-631f2227e9f5_TABLET_LANDSCAPE_3_2.jpg
& Julia,2026-04-11,19:30:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/679677459,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
MAFFIA COMEDY SUPERWEEKEND med Viktor Engberg,2026-04-11,20:00:00,Clarion Hotel Sign,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/maffia-comedy-superweekend-med-viktor-engberg-biljetter/1110209384,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
& Julia,2026-04-12,15:00:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/1787576527,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Ichiko Aoba,2026-04-12,19:30:00,Göta Lejon,Blues,Music,https://www.ticketmaster.se/event/ichiko-aoba-biljetter/83301572,https://s1.ticketm.net/dam/e/c01/983eea98-05d6-4ad4-b655-b4919c6e1c01_TABLET_LANDSCAPE_16_9.jpg
WITCH FEVER,2026-04-12,19:40:00,Debaser Nova,Other,Music,https://www.ticketmaster.se/event/witch-fever-biljetter/22303485,https://s1.ticketm.net/dam/a/76b/4791cbda-188d-4a39-827c-9cf937f4d76b_TABLET_LANDSCAPE_LARGE_16_9.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-14,18:00:00,Svartklubben,Food & Drink,Miscellaneous,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/848343612,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Eric Idle,2026-04-14,19:00:00,Cirkus,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/eric-idle-always-look-on-the-bright-side-of-life-live-biljetter/484094845,https://s1.ticketm.net/dam/e/d88/0cbf49c5-f18e-4a38-ae44-0dcf61442d88_RECOMENDATION_16_9.jpg
40 Fingers,2026-04-15,19:30:00,Göta Lejon,Rock,Music,https://www.ticketmaster.se/event/40-fingers-biljetter/1024317677,https://s1.ticketm.net/dam/e/a38/c01c9483-250c-4c4c-b7f8-bb4829ff1a38_RETINA_LANDSCAPE_16_9.jpg
Amanda Bergman,2026-04-15,19:30:00,Cirkus,Alternative,Music,https://www.ticketmaster.se/event/amanda-bergman-biljetter/1241689022,https://s1.ticketm.net/dam/a/da1/c489a12c-bab8-469b-a9e7-bb7e67754da1_RECOMENDATION_16_9.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-16,18:00:00,Svartklubben,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1261935739,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
MAMMA MIA! THE PARTY,2026-04-16,18:30:00,Tyrol,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/578415131,https://s1.ticketm.net/dam/e/196/c0ed667f-634b-4ead-8a88-6ac7d2dc2196_CUSTOM.jpg
Efva Lilja - A Life as Right as Rain,2026-04-16,19:00:00,Dansens Hus Blackbox,Dance,Arts & Theatre,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/856519166,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-16,19:30:00,Göta Lejon,Rock,Music,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1349117534,https://s1.ticketm.net/dam/e/6be/002872f1-8844-4631-b998-5185ff3226be_EVENT_DETAIL_PAGE_16_9.jpg
Happy Voices under ledning av Gabriel Forss. Gäst: Linnea Henriksson,2026-04-16,19:30:00,Filadelfia Convention Center,Rock,Music,https://www.ticketmaster.se/event/happy-voices-under-ledning-av-gabriel-forss-gast-linnea-henriksson-biljetter/834689993,https://s1.ticketm.net/dam/e/5b0/8be2d53f-b630-4a54-b485-e4d7422745b0_ARTIST_PAGE_3_2.jpg
& Julia,2026-04-16,19:30:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/602850320,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Guldgruvan comedyklubb,2026-04-16,20:00:00,Sofia Common,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/guldgruvan-comedyklubb-biljetter/571843336,https://s1.ticketm.net/dam/a/933/04589563-a8b7-492d-8612-ac299f8d5933_CUSTOM.jpg
"Maias Party at Spy Bar with Maia, Sun of Malaichi & Shimmer",2026-04-16,21:00:00,Spy Bar,Dance/Electronic,Music,https://www.ticketmaster.se/event/maias-party-at-spy-bar-with-maia-sun-of-malaichi--shimmer-biljetter/1912642734,https://s1.ticketm.net/dam/e/69f/d0924f84-6afe-40f1-928b-c5c9c27b269f_RETINA_LANDSCAPE_16_9.jpg
Labero's Magic World,2026-04-17,18:00:00,La Botanica,Magic & Illusion,Arts & Theatre,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/1555755873,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-17,18:00:00,Svartklubben,Food & Drink,Miscellaneous,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1664647924,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
MAMMA MIA! THE PARTY,2026-04-17,18:30:00,Tyrol,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/209765765,https://s1.ticketm.net/dam/e/5a1/96b792e6-8fc9-4992-ad64-6b1d795c85a1_RETINA_PORTRAIT_3_2.jpg
Mnozil Brass - 30-årsjubileum!,2026-04-17,19:00:00,Filadelfia Convention Center,Spectacular,Arts & Theatre,https://www.ticketmaster.se/event/mnozil-brass-30-arsjubileum-biljetter/1520923382,https://s1.ticketm.net/dam/a/76e/712210b6-d1c1-4e6e-8176-ac77ed58c76e_ARTIST_PAGE_3_2.jpg
Efva Lilja - A Life as Right as Rain,2026-04-17,19:00:00,Dansens Hus Blackbox,Dance,Arts & Theatre,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/708443625,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-17,19:30:00,Göta Lejon,Spectacular,Arts & Theatre,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/2025992089,https://s1.ticketm.net/dam/e/c0c/81e31760-99d5-4ebb-8296-c3cbcad31c0c_RECOMENDATION_16_9.jpg
& Julia,2026-04-17,19:30:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/1845522085,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Per Andersson - Kardborreshowen,2026-04-17,20:00:00,Rival,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1293383133,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,2026-04-17,20:00:00,Clarion Hotel Sign,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1348552464,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
Stadsvandring med Christopher O'Regan - Grändernas hemligheter,2026-04-18,11:00:00,Gamla stan,Family,Miscellaneous,https://www.ticketmaster.se/event/stadsvandring-med-christopher-oregan-grandernas-hemligheter-biljetter/680035551,https://s1.ticketm.net/dam/a/506/784570b2-0a86-4a75-8af4-bed7018b7506_CUSTOM.jpg
Claire Parsons - Puder,2026-04-18,11:00:00,Dansens Hus Studioscen,Dance,Arts & Theatre,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/881462832,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg
MAMMA MIA! THE PARTY,2026-04-18,13:00:00,Tyrol,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1606236918,https://s1.ticketm.net/dam/e/77e/e520232d-227d-4eaf-af18-8fc08ff7577e_TABLET_LANDSCAPE_LARGE_16_9.jpg
Claire Parsons - Puder,2026-04-18,13:00:00,Dansens Hus Studioscen,Dance,Arts & Theatre,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/1790118371,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg
& Julia,2026-04-18,15:00:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/1123059528,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-18,16:00:00,Göta Lejon,Rock,Music,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1875446245,https://s1.ticketm.net/dam/e/654/00b0ebba-d16d-446c-82d8-51deb49f4654_TABLET_LANDSCAPE_16_9.jpg
Efva Lilja - A Life as Right as Rain,2026-04-18,16:00:00,Dansens Hus Blackbox,Dance,Arts & Theatre,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/970660692,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Per Andersson - Kardborreshowen,2026-04-18,17:00:00,Rival,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1889265717,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
Labero's Magic World,2026-04-18,18:00:00,La Botanica,Food & Drink,Miscellaneous,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/140260567,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-18,18:00:00,Svartklubben,Food & Drink,Miscellaneous,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/339432464,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
LAVA The Scandinavian Tour 2026,2026-04-18,19:00:00,Nya Cirkus,Other,Music,https://www.ticketmaster.se/event/lava-the-scandinavian-tour-2026-biljetter/1862761959,https://s1.ticketm.net/dam/e/a20/4ca3d33a-3444-42a1-b29a-0a23f3852a20_CUSTOM.jpg
"5 Seconds of Summer - EVERYONE'S A STAR! WORLD TOUR, Platinum tickets",2026-04-18,19:00:00,Hovet,Rock,Music,https://www.ticketmaster.se/event/5-seconds-of-summer-everyones-a-star-world-tour-platinumbiljetter-biljetter/106623016,https://s1.ticketm.net/dam/a/fc0/23c8d778-e594-414e-8eab-307d6355dfc0_ARTIST_PAGE_3_2.jpg
MAMMA MIA! THE PARTY,2026-04-18,19:30:00,Tyrol,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1105887356,https://s1.ticketm.net/dam/e/a0d/dd7f8e15-926a-4e43-a4f4-f383a5756a0d_RETINA_PORTRAIT_16_9.jpg
Bo Kaspers Orkester - Il magnifico,2026-04-18,19:30:00,Göta Lejon,Spectacular,Arts & Theatre,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1884607905,https://s1.ticketm.net/dam/e/f31/df352019-8f20-4acd-ab2c-3426285adf31_RETINA_LANDSCAPE_16_9.jpg
& Julia,2026-04-18,19:30:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/76731448,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,2026-04-18,20:00:00,Clarion Hotel Sign,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1312134230,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
Per Andersson - Kardborreshowen,2026-04-18,20:00:00,Rival,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1368179248,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
& Julia,2026-04-19,15:00:00,Cirkus,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/-julia-biljetter/1208478724,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Christopher Cross,2026-04-20,19:00:00,Cirkus,Other,Music,https://www.ticketmaster.se/event/christopher-cross-biljetter/265036023,https://s1.ticketm.net/dam/e/ebc/f9ec9170-cedf-479e-a772-ea73c4f07ebc_TABLET_LANDSCAPE_LARGE_16_9.jpg
"Matt Rife: Stay Golden World Tour, Platinum Tickets",2026-04-20,19:30:00,Avicii Arena,Comedy,Arts & Theatre,https://www.ticketmaster.se/event/matt-rife-stay-golden-world-tour-platinumbiljetter-biljetter/1175626703,https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_3_2.jpg
Svartklubben - Mat & Musik i Mörker,2026-04-21,18:00:00,Svartklubben,Theatre,Arts & Theatre,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/897218619,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Rhythm of the Dance,2026-04-21,19:00:00,Cirkus,Dance,Arts & Theatre,https://www.ticketmaster.se/event/rhythm-of-the-dance-biljetter/1700949831,https://s1.ticketm.net/dam/e/0ee/03d1602c-7a6a-4df6-937f-a5a8241bc0ee_SOURCE
